الجذر,الحرف الأول للجذر,الحرف الثاني للجذر,الحرف الثالث للجذر,أفعل,فعّل,فاعل,انفعل,افتعل,افعلّ,تفاعل,تفعّل,استفعل,افعوعل,افعوّل,افعالّ
طبن,ط,ب,ن,,,م,,,,,,,,,
طبو,ط,ب,و,,,,,م,,,,,,,
طبي,ط,ب,ي,م,,,,م,,,,,,,
طثر,ط,ث,ر,م,ل,,,ل,,,,,,,
طجن,ط,ج,ن,,م,,,,,,,,,,
طحح,ط,ح,ح,م,,,ل,,,,,,,,
طحر,ط,ح,ر,ك,,,,,,,,,,,
طحن,ط,ح,ن,,ك,,ل,,,,ل,,,,
طحو,ط,ح,و,,ل,,,,,,ل,,,,
طخف,ط,خ,ف,,,,,م,,,,,,,
طخم,ط,خ,م,,,,,,ل,,,,,,
طخو,ط,خ,و,ل,,,,,,,,,,,
طرأ,ط,ر,أ,م,م,,,,,,,,,,
طرب,ط,ر,ب,م,ك,,,,,,ك,ك,,,
طرث,ط,ر,ث,,ل,,,,,,,,,,
طرح,ط,ر,ح,,ك,م,ل,م,,م,ل,,,,
طرد,ط,ر,د,م,م,ك,,ك,,ل,,ل,,,
طرر,ط,ر,ر,ك,ك,,,,,,,,,,
طرز,ط,ر,ز,,م,,,,,,ل,,,,
طرس,ط,ر,س,,ك,,,,,,ل,,,,
طرش,ط,ر,ش,,,,,,,ل,ل,,,,
طرف,ط,ر,ف,ك,ك,,,م,,,ك,م,,,
طرق,ط,ر,ق,ك,ك,ك,ل,ل,,ل,ل,ك,,,
طرم,ط,ر,م,ل,,,,ل,,,ل,,,,
طرو,ط,ر,و,م,م,,,,,,ل,,ل,,
طسأ,ط,س,أ,م,,,,,,,,,,,
طسس,ط,س,س,,ك,,,,,,,,,,
طسل,ط,س,ل,,ل,,,,,,,,,,
طسم,ط,س,م,م,,,ل,,,,,,,,
طسي,ط,س,ي,م,,,,,,,,,,,
طشأ,ط,ش,أ,ل,,,,,,,,,,,
طشش,ط,ش,ش,ل,,,,,,,,,,,
طشو,ط,ش,و,,,,,,,,ل,,,,
طعم,ط,ع,م,ك,ك,م,,ل,,ل,م,ك,,,
طعن,ط,ع,ن,,,م,,ل,,ل,,,,,
طغم,ط,غ,م,,,,,,,,ل,,,,
طغو,ط,غ,و,ك,,,,,,,,,,,
طغي,ط,غ,ي,م,م,,,,,ل,,,,,
طفأ,ط,ف,أ,م,م,,ل,,,,,,,,
طفح,ط,ف,ح,م,م,,,م,,,,,,,
طفر,ط,ف,ر,ك,ك,,,ل,,,,,,,
طفس,ط,ف,س,,ل,,,,,,,,,,
طفش,ط,ف,ش,,,,,,,,م,,,,
طفف,ط,ف,ف,ك,ك,,,,,,,ل,,,
طفق,ط,ف,ق,م,,,,,,,,,,,
طفل,ط,ف,ل,ك,ك,,,,,,ل,,,,
طفو,ط,ف,و,ل,,,,,,,,,,,
طلب,ط,ل,ب,ك,م,م,,م,,,م,,,,
طلث,ط,ل,ث,,ل,,,,,,,,,,
طلح,ط,ل,ح,ك,ك,,,ل,,,,,,,
طلخ,ط,ل,خ,,,,,,ل,,,,,,
طلس,ط,ل,س,,م,,ل,,,,ل,,,,
طلع,ط,ل,ع,ك,ك,م,,ك,,م,ك,م,,,
طلف,ط,ل,ف,ك,ل,,,,,,,,,,
طلق,ط,ل,ق,ك,م,,ل,ل,,,ل,ك,,,
طلل,ط,ل,ل,ك,,,,,,ل,ل,ل,,,
طلم,ط,ل,م,,م,,,,,,,,,,
طله,ط,ل,ه,,,,,ك,,,,,,,
طلو,ط,ل,و,ل,,,,,,,,,ل,,
طلي,ط,ل,ي,ل,ك,,,ل,,,ل,,,,
طمح,ط,م,ح,م,ك,,,,,,,,,,
طمر,ط,م,ر,م,م,,,ك,,,,,,,
طمس,ط,م,س,,م,,ل,,,,ل,,,,
طمع,ط,م,ع,ك,ك,,,,,,ل,,,,
طمل,ط,م,ل,م,,,ل,م,,,,,,,
طمم,ط,م,م,ل,ل,,,,,,ل,ل,,,
طمن,ط,م,ن,,,ك,,,,ل,,,,,
طنأ,ط,ن,أ,ل,,,,,,,,,,,
طنب,ط,ن,ب,ل,ك,م,,,,ل,,,,,
طنج,ط,ن,ج,,,,,,,,ل,,,,
طنخ,ط,ن,خ,م,م,,,م,,,,,,,
طنز,ط,ن,ز,,,م,,,,ل,,,,,
طنف,ط,ن,ف,ك,ك,,,,,,ك,,,,
طنن,ط,ن,ن,م,ل,,,ل,,,,,,,
طني,ط,ن,ي,ك,م,,,م,,,,,,,
طهر,ط,ه,ر,,م,,,ل,,,ل,,,,
طهف,ط,ه,ف,ك,,,,,,,,,,,
طهل,ط,ه,ل,ل,,,,,,,ل,,,,
طهم,ط,ه,م,,ك,,,,,,ك,,,,
طهو,ط,ه,و,ل,,,,,,,,,,,
طوأ,ط,و,أ,,,,,,,ل,,,,,
طوح,ط,و,ح,ك,ك,م,,,,ك,ل,,,,
طود,ط,و,د,,ك,,ل,,,,ل,,,,
طور,ط,و,ر,,م,,,,,,ل,,,,
طوس,ط,و,س,,ك,,,,,,ل,,,,
طوش,ط,و,ش,,ك,,,,,,,,,,
طوط,ط,و,ط,,ل,,,,,,,,,,
طوع,ط,و,ع,ك,م,م,ل,,,ل,ك,م,,,
طوف,ط,و,ف,ك,ك,,,ل,,,ل,ل,,,
طوق,ط,و,ق,ك,ك,,,,,,ك,,,,
طول,ط,و,ل,ك,ك,ك,,,,ل,ل,ك,,,
طوي,ط,و,ي,ل,م,,ل,ل,,,ل,,,,
طيب,ط,ي,ب,ك,ك,م,,,,ل,ل,ك,,,
طيح,ط,ي,ح,ك,ك,,,,,ل,ل,,,,
طيخ,ط,ي,خ,,ك,,,,,,ل,,,,
طير,ط,ي,ر,ك,ك,م,ل,,,ل,ل,ك,,,
طيش,ط,ي,ش,م,,,,,,,,,,,
طيف,ط,ي,ف,ك,ك,,,,,,ل,,,,
ظأب,ظ,أ,ب,,,م,,,,ل,,,,,
ظأر,ظ,أ,ر,ك,,ك,,ل,,,,ل,,,
ظبي,ظ,ب,ي,ل,,,,,,,,,,,
ظرب,ظ,ر,ب,,م,,,,,,,,,,
ظرر,ظ,ر,ر,ل,,,,,,,,,,,
ظرف,ظ,ر,ف,ك,,م,,,,ل,ل,ك,,,
ظري,ظ,ر,ي,,,,,,,,,,ل,,
ظعن,ظ,ع,ن,م,,,,م,,,,,,,
ظفر,ظ,ف,ر,م,ك,,,ك,,ل,,,,,
ظفف,ظ,ف,ف,,,,,,,,,م,,,
ظلع,ظ,ل,ع,م,,,,,,,,,,,
ظلف,ظ,ل,ف,ك,ك,م,,,,,,,,,
ظلل,ظ,ل,ل,ك,ك,,,,,,ل,ل,,,
ظلم,ظ,ل,م,ك,م,م,ل,ل,,ل,ك,,,,
ظلي,ظ,ل,ي,,,,,,,,ل,,,,
ظمأ,ظ,م,أ,م,م,,,,,,ل,,,,
ظمي,ظ,م,ي,ل,ل,,,,,,,,,,
ظنن,ظ,ن,ن,ك,,,,م,,,ك,,,,
ظهر,ظ,ه,ر,ك,ك,ك,,م,,ل,ل,ك,,,
ظوي,ظ,و,ي,ل,,,,,,,,,,,
ظيأ,ظ,ي,أ,,م,,,,,,,,,,
عبأ,ع,ب,أ,,م,,,ك,,,,,,,
عبب,ع,ب,ب,,,,,,,,م,,,,
عبد,ع,ب,د,ك,ك,,,ك,,,ك,ك,,,
عبر,ع,ب,ر,م,ك,,,ك,,,,ك,,,
عبس,ع,ب,س,ك,ك,,,,,,ل,,,,
عبش,ع,ب,ش,,,,,,,,م,,,,
عبط,ع,ب,ط,م,,,,ك,,,,,,,
عبق,ع,ب,ق,,م,,,,,,ل,,,,
عبل,ع,ب,ل,ل,,,,,,,,,,,
عبن,ع,ب,ن,ل,,,,,,,,,,,
عبو,ع,ب,و,,م,,,ل,,,,,,,
عبي,ع,ب,ي,,م,,,ل,,ل,,,,,
عتب,ع,ت,ب,ك,ك,م,,ك,,ل,ك,م,,,
عتت,ع,ت,ت,,,م,,,,,ل,,,,
عتد,ع,ت,د,م,م,,,,,,ل,,,,
عتق,ع,ت,ق,م,ك,,,,,,,,,,
عتل,ع,ت,ل,,,,ل,,,,ل,,,,
عتم,ع,ت,م,ك,ك,,,,,,ل,ك,,,
عتن,ع,ت,ن,ل,,,,,,,,,,,
عته,ع,ت,ه,,,,,,,,ل,,,,
عتي,ع,ت,ي,,,,,,,,ل,,,,
عثث,ع,ث,ث,,ل,ل,,م,,م,,,,,
عثج,ع,ث,ج,,,,,,,,,,ل,ل,
عثر,ع,ث,ر,ك,م,,,,,,ل,,,,
عثق,ع,ث,ق,ل,,,,ل,,,,,,,
عثم,ع,ث,م,م,م,,,ك,,,,,,,
عثن,ع,ث,ن,,ك,,,,,,ل,,,,
عجب,ع,ج,ب,م,م,,,,,,ك,ل,,,
عجج,ع,ج,ج,ل,ك,,,,,,ل,,,,
عجر,ع,ج,ر,,,ل,,ل,,,ل,,,,
عجز,ع,ج,ز,ك,ك,ك,,,,,ك,,,,
عجس,ع,ج,س,,ل,,,,,,ك,,,,
عجف,ع,ج,ف,ك,ك,,,,,,ل,,,,
عجل,ع,ج,ل,ك,ك,م,,,,,ك,ك,,,
عجم,ع,ج,م,م,م,م,ل,,,ل,,ك,,,
عجن,ع,ج,ن,ل,,,,ك,,,ل,,,,
عجه,ع,ج,ه,,ل,,,,,,ل,,,,
عجو,ع,ج,و,م,م,م,,,,,,,,,
عدد,ع,د,د,ك,م,ك,,ك,,ل,ل,ل,,,
عدر,ع,د,ر,,,,,ل,,,,,,,
عدس,ع,د,س,,,ل,,,,,,,,,
عدف,ع,د,ف,,,,,م,,,ل,,,,
عدق,ع,د,ق,ل,ل,,,,,,,,,,
عدل,ع,د,ل,م,ك,ك,ل,ل,,ل,,,,,
عدم,ع,د,م,ك,,,ل,,,,,,,,
عدن,ع,د,ن,,ك,,,,,,,,,,
عدو,ع,د,و,ك,ك,ك,,ك,,ل,ك,م,,,
عذب,ع,ذ,ب,ك,م,,,ل,,,,ك,ل,,
عذر,ع,ذ,ر,ك,ك,ل,,ك,,,ل,ل,,,
عذف,ع,ذ,ف,,,,,,,,م,,,,
عذق,ع,ذ,ق,ك,م,,,ك,,,,,,,
عذل,ع,ذ,ل,,م,,,ل,,ل,ل,,,,
عذم,ع,ذ,م,م,,,,,,,,,,,
عذن,ع,ذ,ن,ل,,,,,,,,,,,
عذي,ع,ذ,ي,,,,,,,,,م,,,
عرب,ع,ر,ب,ك,ك,,,,,,ل,ل,,,
عرج,ع,ر,ج,ك,ك,,ل,,,ل,ل,,,,
عرد,ع,ر,د,ل,ل,,,,,,,,,,
عرر,ع,ر,ر,ك,م,ك,,ك,,ل,,ك,,,
عرز,ع,ر,ز,ك,ك,ك,,ل,,ل,ل,ل,,,
عرس,ع,ر,س,ك,ك,,,ل,,,ل,,,,
عرش,ع,ر,ش,ك,ك,,,ك,,,ل,,,م,
عرص,ع,ر,ص,ل,م,,,ل,,,ل,,,,
عرض,ع,ر,ض,ك,ك,ك,,ك,,ل,ك,ك,,,
عرط,ع,ر,ط,,,,,ك,,,,,,,
عرف,ع,ر,ف,ك,ك,,,ك,,ل,ك,ك,ل,,
عرق,ع,ر,ق,ك,ك,م,,ك,,,ك,ل,,,
عرك,ع,ر,ك,ل,,م,,ل,,ل,,,ل,,
عرم,ع,ر,م,م,ك,م,,ك,,,ك,,,,
عرن,ع,ر,ن,ل,م,م,,,,,,,,,
عرو,ع,ر,و,ك,م,,,م,,,,,,,
عري,ع,ر,ي,ك,م,ل,,ل,,,ك,ل,ك,,
عزب,ع,ز,ب,ك,ك,,,,,,ل,,,,
عزر,ع,ز,ر,,م,,,,,,,,,,
عزز,ع,ز,ز,ك,ك,م,,ل,,,ل,ل,,,
عزف,ع,ز,ف,ل,ل,,,,,ل,,,ل,,
عزق,ع,ز,ق,ل,م,,,,,,,,,,
عزل,ع,ز,ل,,م,,ل,ك,,ل,ك,,,,
عزم,ع,ز,م,,ل,,,ك,,,ك,,,,
عزن,ع,ز,ن,م,,,,,,,,,,,
عزو,ع,ز,و,,,,,ل,,,ل,,,,
عزي,ع,ز,ي,,م,,,,,ل,ل,,,,
عسب,ع,س,ب,ك,,,,,,,,ك,,,
عسج,ع,س,ج,,,,,,ل,,,,,,
عسر,ع,س,ر,ك,ك,م,,ك,,ل,ل,ك,,,
عسس,ع,س,س,,,,,ك,,,,,,,
عسف,ع,س,ف,ل,ك,,ل,ك,,,ك,,,,
عسق,ع,س,ق,,,,,,,,ل,,,,
عسك,ع,س,ك,,,,,,,,ل,,,,
عسل,ع,س,ل,,ك,,,,,,,ل,,,
عسم,ع,س,م,ك,,,,ك,,,,,,,
عسن,ع,س,ن,ك,ك,,,,,,ك,ل,,,
عسو,ع,س,و,ل,,,,,,,,,,,
عشب,ع,ش,ب,ك,ل,,,ل,,,ل,,ل,,
عشر,ع,ش,ر,ك,ك,م,,ل,,ل,,,,,
عشش,ع,ش,ش,ك,ك,,ل,ك,,,,,,,
عشف,ع,ش,ف,ك,,,,,,,,,,,
عشق,ع,ش,ق,,م,,,,,,ك,,,,
عشم,ع,ش,م,,,,,,,,ل,,,,
عشن,ع,ش,ن,ل,ل,,,ك,,,م,,,,
عشو,ع,ش,و,م,ك,,,ك,,ل,ك,م,,,
عصب,ع,ص,ب,ل,م,,ل,ك,,,ل,,ل,,
عصد,ع,ص,د,م,,,,,,,,,,,
عصر,ع,ص,ر,ل,ك,م,ل,ك,,,ل,,,,
عصص,ع,ص,ص,,ل,,,,,,,,,,
عصف,ع,ص,ف,ل,,,,م,,,,ل,,,
عصل,ع,ص,ل,ل,ك,,,,,,,,,,ل
عصم,ع,ص,م,ك,,,ل,ل,,,,ل,,,
عصن,ع,ص,ن,ل,,,,,,,,,,,
عصو,ع,ص,و,ل,م,م,,ك,,,,,,,
عصي,ع,ص,ي,,,م,,ل,,,ل,ل,,,
عضب,ع,ض,ب,م,,م,ل,,,,,,,,
عضد,ع,ض,د,ل,ك,م,,ك,,ل,م,م,,,
عضض,ع,ض,ض,ك,ك,ك,,,,ل,,,,,
عضل,ع,ض,ل,ك,ك,,,,,,م,ل,,,
عضه,ع,ض,ه,ل,م,,,,,,,,,,
عضو,ع,ض,و,,م,,,,,,,,,,
عطب,ع,ط,ب,م,ك,,,ل,,,,,,,
عطر,ع,ط,ر,,م,,,,,,ل,ل,,,
عطس,ع,ط,س,,م,,,,,م,,,,,
عطش,ع,ط,ش,ك,م,م,,,,,ل,,,,
عطط,ع,ط,ط,,م,,ل,م,,,ل,,,,
عطف,ع,ط,ف,,م,,ل,ك,,ل,ك,م,,,
عطل,ع,ط,ل,,ك,,,,,,ل,ل,,,
عطن,ع,ط,ن,ك,ك,,ل,,,,ل,,,,
عطو,ع,ط,و,ك,م,م,,,,ك,ك,ل,,,
عظب,ع,ظ,ب,,م,,,,,,,,,,
عظر,ع,ظ,ر,م,,,,,,,,,,,
عظظ,ع,ظ,ظ,ك,,ك,,,,,,,,,
عظل,ع,ظ,ل,,ل,ك,,ل,,ل,ل,,,,
عظم,ع,ظ,م,ك,م,,,,,ك,ل,ك,,,
عظن,ع,ظ,ن,ل,,,,,,,,,,,
عفج,ع,ف,ج,,,,,,,,ل,,,,
عفد,ع,ف,د,,,,,ك,,,,,,,
عفر,ع,ف,ر,,ك,ك,ل,ك,,ل,ل,ل,,,
عفز,ع,ف,ز,,,م,,,,,,,,,
عفس,ع,ف,س,,,م,ل,ل,,ل,,,,,
عفص,ع,ف,ص,م,م,م,,م,,,,,,,
عفف,ع,ف,ف,ك,م,,,ك,,ك,ل,ك,,,
عفق,ع,ف,ق,ل,م,م,ل,ك,,,ل,,,,
عفل,ع,ف,ل,,ك,,,,,,,,,,
عفن,ع,ف,ن,ك,م,,,,,,ل,,,,
عفو,ع,ف,و,ك,ك,م,,م,,ك,ل,ك,,,
عقب,ع,ق,ب,ك,ك,ك,,ك,,ك,ك,م,,,
عقد,ع,ق,د,ك,م,م,ل,ك,,ل,ل,ل,,,
عقر,ع,ق,ر,ك,م,م,ل,ك,,ل,ل,ل,,,
عقص,ع,ق,ص,,م,م,,,,,,,,,
عقف,ع,ق,ف,,م,,ل,,,,ل,,,,
عقق,ع,ق,ق,ك,,م,ل,ك,,,,,,,
عقل,ع,ق,ل,ك,ك,م,,ك,,ك,ك,,,,
عقم,ع,ق,م,م,م,م,,ك,,ك,ل,,,,
عقو,ع,ق,و,ك,ل,,,ك,,,,,,,
عقي,ع,ق,ي,ك,ك,,,ل,,,,,,,
عكب,ع,ك,ب,,ل,,,ك,,,م,,,,
عكد,ع,ك,د,ل,,,,م,,,,ل,,,
عكر,ع,ك,ر,ك,م,,,ل,,ل,,,,,
عكز,ع,ك,ز,,م,,,,,,ك,,,,
عكس,ع,ك,س,,,م,ل,ك,,ل,ل,,,,
عكش,ع,ك,ش,,ل,,,,,,ل,,,,
عكص,ع,ك,ص,,,,,,,,ل,,,,
عكظ,ع,ك,ظ,,ك,م,,,,ل,ل,,,,
عكف,ع,ك,ف,,م,م,,ل,,,ل,,,,
عكك,ع,ك,ك,ل,,م,,,,,,,,,
عكل,ع,ك,ل,ل,,,,ل,,,,,,,
عكم,ع,ك,م,م,ك,م,,ل,,,,,,,
عكن,ع,ك,ن,,ل,,,,,,ل,,,,
عكو,ع,ك,و,م,ل,,,,,,,,,,
عكي,ع,ك,ي,,ل,,,,,,,,,,
علب,ع,ل,ب,,ك,,,,,,,ك,,,
علث,ع,ل,ث,,ك,م,,ك,,,ك,,,,
علج,ع,ل,ج,,م,ك,,ل,,ل,ل,ل,,,
علد,ع,ل,د,,,,,,,,,,,ل,
علز,ع,ل,ز,م,,,,,,,,,,,
علس,ع,ل,س,,ل,,,م,,,,,,,
علص,ع,ل,ص,,ل,م,,م,,,,,,,
علط,ع,ل,ط,م,م,,,ك,,,م,,,م,
علف,ع,ل,ف,ك,ك,,,ل,,,ل,ل,,,
علق,ع,ل,ق,ك,ك,ك,,ك,,,ك,,,,
علك,ع,ل,ك,,م,,,,,,,,,,
علل,ع,ل,ل,ك,ك,م,,ك,,ك,ل,,,,
علم,ع,ل,م,م,ك,م,,ك,,ك,م,م,,,
علن,ع,ل,ن,ك,م,ك,,ل,,,,ل,,,
علو,ع,ل,و,ك,م,ك,,ك,,ل,ك,ك,م,,
عمت,ع,م,ت,,ك,,,,,,,,,,
عمج,ع,م,ج,,,,,,,,ل,,,,
عمد,ع,م,د,م,م,,ل,ك,,,ك,,,,
عمر,ع,م,ر,ك,ك,,,ك,,,ل,م,,,
عمس,ع,م,س,م,م,ك,,,,ك,,,,,
عمش,ع,م,ش,ل,ك,,,,,ك,ك,م,,,
عمط,ع,م,ط,,,,,م,,,,,,,
عمق,ع,م,ق,م,م,,,م,,,ل,,,,
عمل,ع,م,ل,م,م,م,,ل,,ل,ل,م,,,
عمم,ع,م,م,ك,ك,,,ل,,,ك,ك,,,
عمن,ع,م,ن,ل,ل,,,,,,,,,,
عمه,ع,م,ه,,ل,,,,,ل,,,,,
عمي,ع,م,ي,م,م,,,م,,ل,ل,,,,ل
عنب,ع,ن,ب,,ل,,,,,,,,,,
عنت,ع,ن,ت,م,م,,,,,,ك,,,,
عنج,ع,ن,ج,ك,,,,,,,,,,,
عند,ع,ن,د,ك,,ك,,,,ل,,ك,,,
عنز,ع,ن,ز,م,,,,ل,,,ل,ل,,,
عنس,ع,ن,س,ك,ك,,,,,,,,ل,,
عنش,ع,ن,ش,,,م,,م,,ل,م,,,,
عنص,ع,ن,ص,ل,,,,,,,,,,,
عنط,ع,ن,ط,ل,,,,,,,,,,,
عنف,ع,ن,ف,م,م,,,ك,,,,,,,
عنق,ع,ن,ق,ك,ك,ك,,ك,,ل,ك,,,,
عنك,ع,ن,ك,ك,ك,,,ل,,,ل,ل,,,
عنم,ع,ن,م,ل,م,,,,,,,,,,
عنن,ع,ن,ن,ك,م,م,,ل,,,ل,,,,
عنو,ع,ن,و,ك,,,,,,,,,,,
عني,ع,ن,ي,ك,م,م,,ل,,,ك,,,,
عهد,ع,ه,د,م,,م,,م,,ك,ك,ك,,,
عهر,ع,ه,ر,,,م,,,,,,,,,
عهو,ع,ه,و,ل,,,,,,,,,,,
عوث,ع,و,ث,,م,,,,,,ل,,,,
عوج,ع,و,ج,,ك,,ل,,ل,,ل,,,,
عود,ع,و,د,ك,ك,ك,,م,,ك,م,م,,,
عوذ,ع,و,ذ,ك,م,,,,,ل,ل,ل,,,
عور,ع,و,ر,ك,ك,ك,,م,ل,ك,ك,ك,,,ل
عوز,ع,و,ز,ك,,,,,ل,,,,,,
عوص,ع,و,ص,ل,ل,م,,ل,,,,,,,
عوض,ع,و,ض,م,م,م,,ك,,ل,ك,ك,,,
عوط,ع,و,ط,,,,,ل,,,ل,,,,
عوف,ع,و,ف,,,,,,,,ل,,,,
عوق,ع,و,ق,ك,م,,,م,,,ك,,,,
عوك,ع,و,ك,,,,,ل,,ل,,,,,
عول,ع,و,ل,ك,ك,,,ل,,,,,,,
عوم,ع,و,م,ل,ك,ك,,,,,,,,,
عون,ع,و,ن,م,ك,م,,ل,,ل,,ك,,,
عوه,ع,و,ه,ل,ك,,,,,,ل,,,,
عوي,ع,و,ي,,ك,م,ل,ك,,ل,,م,,,
عيب,ع,ي,ب,,م,,,,,,م,,,,
عيث,ع,ي,ث,,ل,,,,,,ل,,,,
عير,ع,ي,ر,م,ك,ك,,,,ل,م,,,,
عيس,ع,ي,س,ل,,,,,,,ل,,,,
عيش,ع,ي,ش,م,م,م,,,,ل,ل,,,,
عيط,ع,ي,ط,,ل,,,,,,ل,,,,
عيف,ع,ي,ف,ل,,,,ك,,,ل,,,,
عيق,ع,ي,ق,,ل,,,,,,,,,,
عيل,ع,ي,ل,ك,ك,,,,,,ل,,,,
عيم,ع,ي,م,ك,,,,ك,,,,,,,
عين,ع,ي,ن,ك,ك,م,,ك,,,ك,,,,
عيه,ع,ي,ه,ل,ل,,,,,,,,,,
عيي,ع,ي,ي,ك,,ك,,,,ك,ل,ل,,,
غبب,غ,ب,ب,ك,ك,,,ل,,,,,,,
غبث,غ,ب,ث,,,,,,ل,,,,,,
غبر,غ,ب,ر,ل,ك,,,,ل,,ك,,,,
غبس,غ,ب,س,ل,,,,,ل,,,,,,ل
غبش,غ,ب,ش,ل,,,,,,,ك,,,,
غبص,غ,ب,ص,,,م,,,,,,,,,
غبض,غ,ب,ض,,ل,,,,,,,,,,
غبط,غ,ب,ط,ك,م,,,ل,,,,,,,
غبق,غ,ب,ق,,م,,,ك,,,ك,,,,
غبن,غ,ب,ن,,,,,م,,ل,,,,,
غبو,غ,ب,و,,,,,,,ك,,,,,
غتت,غ,ت,ت,,م,,,م,,,,,,,
غتم,غ,ت,م,م,,,,ل,,,,,,,
غثث,غ,ث,ث,ك,ك,,,ل,,,م,م,,,
غثر,غ,ث,ر,ل,,,,,,,,,,,ل
غثي,غ,ث,ي,م,,,,,,,,,,,
غدد,غ,د,د,ل,ل,,,,,,,,,,
غدر,غ,د,ر,ك,,م,,ل,,,ل,ك,,,
غدف,غ,د,ف,ك,ل,ل,,ك,,,,,ل,,
غدق,غ,د,ق,ك,,,,,,,,,ل,,
غدن,غ,د,ن,,,,,,,,ل,,ل,,
غدو,غ,د,و,,م,م,,ل,,,ل,,,,
غذذ,غ,ذ,ذ,ك,,,,,,,,,,,
غذر,غ,ذ,ر,,,,,ل,,,,,,,
غذم,غ,ذ,م,م,,,,ك,,,ك,,,,
غذو,غ,ذ,و,,ك,,,ل,,,ل,م,,,
غرب,غ,ر,ب,ك,ك,,,ل,,,ل,ك,,,
غرث,غ,ر,ث,,م,,,,,,,,,,
غرد,غ,ر,د,ك,ل,,,,,,ل,ك,,,
غرر,غ,ر,ر,م,ك,ك,,ك,,,ل,ك,,,
غرز,غ,ر,ز,ك,ك,,,ك,,,,,,,
غرس,غ,ر,س,م,,,ل,م,,,,,,,
غرض,غ,ر,ض,ك,ك,م,ل,م,,,ل,,,,
غرف,غ,ر,ف,ل,,,ل,ك,,,م,,,,
غرق,غ,ر,ق,ك,ك,م,,م,,,ل,ك,ل,,
غرم,غ,ر,م,م,م,,,ل,,,ل,,,,
غرو,غ,ر,و,ك,م,ك,,,,,,,,,
غزر,غ,ز,ر,ك,ك,ك,,,,,,ك,,,
غزز,غ,ز,ز,ل,,م,,ل,,م,,,,,
غزل,غ,ز,ل,ل,,م,,م,,,ل,,,,
غزو,غ,ز,و,ك,م,,,ك,,,,,,,
غسر,غ,س,ر,,,,,,,,ل,,,,
غسس,غ,س,س,,,,ل,,,,,,,,
غسف,غ,س,ف,ل,,,ل,,,,,,,,
غسق,غ,س,ق,ل,,,,,,,,,,,
غسل,غ,س,ل,ك,ك,,ل,ل,,,,ل,,,
غسم,غ,س,م,ل,,,,,,,,,,,
غسو,غ,س,و,ك,,,,,,,,,,,
غشش,غ,ش,ش,م,م,,,م,,,,م,,,
غشم,غ,ش,م,,,,,,,ل,,,,,
غشن,غ,ش,ن,,,,,,,,ل,,,,
غشو,غ,ش,و,ك,ك,,,,,,ك,ك,,,
غشي,غ,ش,ي,ك,ك,,,,,,ك,ك,,,
غصب,غ,ص,ب,,,م,,م,,,,,,,
غصص,غ,ص,ص,ك,,,,ل,,,,,,,
غصن,غ,ص,ن,ل,ل,,,,,,,,,,
غضب,غ,ض,ب,ك,,م,,,,,ل,ل,,,
غضر,غ,ض,ر,,,,,ل,,,ل,,,,
غضض,غ,ض,ض,ل,ل,,ل,ل,,ل,,,,,
غضف,غ,ض,ف,ل,ك,,ل,,,,ل,,,,
غضن,غ,ض,ن,ل,ك,م,,,,,ل,,,,
غضي,غ,ض,ي,ك,,,,,,ل,,,,,
غطس,غ,ط,س,,م,,,,,ل,,,,,
غطش,غ,ط,ش,ك,م,,,,,ل,ل,,,,ل
غطط,غ,ط,ط,م,,,ل,م,,ل,,,,,
غطل,غ,ط,ل,ل,,,,,,,,,,,
غطو,غ,ط,و,,ك,,,,,,ل,,,,
غطي,غ,ط,ي,ك,ك,,,ل,,,ل,,,,
غفر,غ,ف,ر,ك,م,,,م,,ل,ك,ك,,,ل
غفص,غ,ف,ص,,,م,,,,,,,,,
غفف,غ,ف,ف,,,,,ك,,,ك,,,,
غفق,غ,ف,ق,,ك,,,ل,,,م,,,,
غفل,غ,ف,ل,م,م,,,,,ل,م,م,,,
غفو,غ,ف,و,ل,,,,,,,,,,,
غفي,غ,ف,ي,ك,م,,ل,,,,,,,,
غلب,غ,ل,ب,,م,م,,,,ل,ل,ل,ل,,
غلت,غ,ل,ت,,,,,م,,,م,,,,
غلث,غ,ل,ث,ل,,,,ك,,,ل,,,,
غلج,غ,ل,ج,,,,,,,,ل,,,,
غلس,غ,ل,س,ل,ك,,,,,,,,,,
غلط,غ,ل,ط,م,م,م,,,,ل,,,,,
غلظ,غ,ل,ظ,ك,ك,م,,,,,ل,ك,,,
غلف,غ,ل,ف,م,م,,,ل,,,ل,,,,
غلق,غ,ل,ق,ك,م,ك,ل,,,ل,,ك,,,
غلل,غ,ل,ل,ك,م,,ل,ك,,,ل,م,,,
غلم,غ,ل,م,م,,,,ل,,,,,,,
غلو,غ,ل,و,ك,,ك,,ل,,ل,,م,ل,,
غلي,غ,ل,ي,م,ك,,,,,,ل,,,,
غمج,غ,م,ج,,,,,,,م,,,,,
غمد,غ,م,د,م,م,,,م,,,م,,,,
غمر,غ,م,ر,م,ك,ك,ل,ك,,,ل,,,,
غمز,غ,م,ز,ك,ل,م,,ك,,ل,,,,,
غمس,غ,م,س,,ك,ك,ل,ل,,ل,,,,,
غمش,غ,م,ش,,,,,,,,م,,,,
غمص,غ,م,ص,,,,,م,,,,,,,
غمض,غ,م,ض,ك,ك,,ل,ل,,,,,,,
